709, 59
710, 47
711, 50
712, 79
713, 8
714, 73
715, 9
716, 35
717, 38
718, 87
719, 70
720, 26
721, 5
722, 32
723, 47
724, 87
725, 3
726, 55
727, 54
728, 87
729, 18
730, 88
731, 42
732, 9
733, 80
734, 83
735, 7
736, 52
737, 21
738, 60
739, 68
740, 67
741, 35
742, 2
743, 4
744, 62
745, 34
746, 28
747, 17
748, 85
749, 57
750, 10
751, 20
752, 1
753, 82
754, 34
755, 11
756, 84
757, 2
758, 69
759, 44
760, 85
761, 67
762, 69
763, 67
764, 17
765, 9
766, 55
767, 37
768, 36
769, 76
770, 74
771, 86
772, 43
773, 14
774, 25
775, 80
776, 48
777, 32
778, 17
779, 6
780, 16
781, 75
782, 25
783, 69
784, 8
785, 70
786, 40
787, 55
788, 28
789, 56
790, 34
791, 80
792, 10
793, 4
794, 23
795, 1
796, 12
797, 8
798, 52
799, 43
800, 57
801, 13
802, 6
803, 57
804, 53
805, 16
806, 83
807, 16
808, 63
809, 16
810, 53
811, 27
812, 89
813, 30
814, 8
815, 79
816, 29
817, 62
818, 31
819, 9
820, 2
821, 10
822, 80
823, 14
824, 56
825, 55
826, 82
827, 23
828, 24
829, 48
830, 55
831, 20
832, 1
833, 46
834, 22
835, 25
836, 23
837, 76
838, 66
839, 29
840, 78
841, 69
842, 40
843, 23
844, 85
845, 30
846, 13
847, 57
848, 45
849, 75
850, 22
851, 4
852, 21
853, 25
854, 58
855, 6
856, 53
857, 87
858, 17
859, 56
860, 67
861, 2
862, 32
863, 69
864, 4
865, 67
866, 8
867, 75
868, 39
869, 45
870, 58
871, 64
872, 38
873, 63
874, 48
875, 3
876, 4
877, 29
878, 73
879, 80
880, 37
881, 78
882, 55
883, 82
884, 71
885, 44
886, 43
887, 78
888, 52
889, 37
890, 69
891, 26
892, 47
893, 42
894, 55
895, 32
896, 62
897, 41
898, 72
899, 7
900, 5
901, 35
902, 35
903, 19
904, 37
905, 18
906, 47
907, 23
908, 1
909, 25
910, 56
911, 2
912, 0
913, 82
914, 45
915, 76
916, 33
917, 29
918, 70
919, 72
920, 48
921, 71
922, 6
923, 9
924, 79
925, 26
926, 5
927, 55
928, 44
929, 65
930, 87
931, 29
932, 24
933, 76
934, 36
935, 69
936, 50
937, 57
938, 69
939, 11
940, 3
941, 64
942, 59
943, 39
944, 4
945, 73
946, 18
947, 75
948, 45
949, 71
950, 48
951, 32
952, 84
953, 73
954, 76
955, 6
956, 71
957, 74
958, 46
959, 83
960, 34
961, 26
962, 51
963, 74
964, 50
965, 15
966, 56
967, 16
968, 84
969, 10
970, 32
971, 39
972, 30
973, 17
974, 25
975, 72
976, 21
977, 18
978, 76
979, 62
980, 38
981, 53
982, 69
983, 21
984, 7
985, 73
986, 56
987, 66
988, 43
989, 51
990, 0
991, 17
992, 10
993, 78
994, 86
995, 80
996, 17
997, 1
998, 22
999, 66
